期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2018146,2018-12-13（四）,02,10,11,17,18,29,16,345409226,1317986374
2018145,2018-12-11（二）,03,09,13,22,23,25,06,349376292,1333080271
2018144,2018-12-09（日）,08,13,17,18,20,27,13,387956028,1403504611
2018143,2018-12-06（四）,04,06,15,28,32,33,14,373157016,1328627871
2018142,2018-12-04（二）,05,08,10,11,27,28,11,390581690,1343493083
2018141,2018-12-02（日）,11,14,16,18,24,33,04,416166816,1385805866
2018140,2018-11-29（四）,01,15,20,22,25,28,14,386006162,1320037180
2018139,2018-11-27（二）,11,18,20,23,31,32,15,380559364,1221766906
2018138,2018-11-25（日）,01,10,25,27,30,32,09,412013682,1213413511
2018137,2018-11-22（四）,03,05,11,15,20,23,09,379485292,1152259559
2018136,2018-11-20（二）,10,12,15,25,26,27,14,377111910,1166942493
2018135,2018-11-18（日）,01,03,06,10,11,29,16,406719454,1138385085
2018134,2018-11-15（四）,03,16,18,31,32,33,12,377767366,1084959009
2018133,2018-11-13（二）,02,04,11,12,18,32,13,374106026,1084505788
2018132,2018-11-11（日）,01,02,09,10,15,22,06,408709916,1043966776
2018131,2018-11-08（四）,21,22,24,31,32,33,01,383809176,1050270214
2018130,2018-11-06（二）,05,12,17,18,24,28,12,374274632,978511798
2018129,2018-11-04（日）,02,04,06,16,18,19,16,418290398,1013358099
2018128,2018-11-01（四）,06,07,08,19,22,23,02,388471822,976588973
2018127,2018-10-30（二）,02,05,06,07,11,15,12,383266268,964241444
2018126,2018-10-28（日）,01,06,08,09,14,22,05,415778246,978656335
2018125,2018-10-25（四）,03,10,11,14,15,32,02,391293382,961703467
2018124,2018-10-23（二）,09,13,14,19,22,25,02,378069006,894677451
2018123,2018-10-21（日）,13,21,24,27,31,32,01,410429482,867467741
2018122,2018-10-18（四）,05,07,20,22,30,32,10,327644802,827873755
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2018121,2018-10-16（二）,06,08,14,19,23,25,11,321305376,962509317
2018120,2018-10-14（日）,03,04,18,26,27,33,01,357215818,973089335
2018119,2018-10-11（四）,03,13,14,16,25,27,12,328321394,935364310
2018118,2018-10-09（二）,08,12,21,22,27,31,09,322015414,956670540
2018117,2018-10-07（日）,08,11,15,17,23,25,05,340052040,954956874
2018116,2018-10-04（四）,05,14,17,22,23,28,15,281786404,938345496
2018115,2018-10-02（二）,01,13,19,24,26,29,11,273986534,1121020227
2018114,2018-09-30（日）,01,07,15,16,20,27,14,336072030,1092970758
2018113,2018-09-27（四）,01,06,09,16,25,26,09,314160394,1073781687
2018112,2018-09-25（二）,05,08,18,25,26,31,04,302328982,1101702921
2018111,2018-09-23（日）,01,07,14,24,25,28,08,320180512,1123718442
2018110,2018-09-20（四）,11,13,16,21,22,23,02,307066624,1161612266
2018109,2018-09-18（二）,10,11,18,23,31,33,15,306989720,1104585752
2018108,2018-09-16（日）,05,13,18,21,26,30,02,322147946,1088482714
2018107,2018-09-13（四）,01,02,05,12,20,22,01,317508712,1146472338
2018106,2018-09-11（二）,04,18,19,24,25,26,10,312096980,1119736168
2018105,2018-09-09（日）,04,05,13,18,19,25,01,343324268,1102004192
2018104,2018-09-06（四）,02,03,06,19,25,29,01,312637426,1128194345
2018103,2018-09-04（二）,02,09,15,22,23,24,16,314574584,1103208722
2018102,2018-09-02（日）,02,06,11,19,21,28,05,340812198,1085333716
2018101,2018-08-30（四）,01,03,14,26,29,33,09,308676480,1062181270
2018100,2018-08-28（二）,02,11,14,15,29,33,02,309533260,1047796176
2018099,2018-08-26（日）,03,07,08,14,25,32,06,339383254,1013742168
2018098,2018-08-23（四）,06,10,11,20,29,32,13,314746902,1037348433
2018097,2018-08-21（二）,01,02,17,20,25,28,13,313501772,1024508131
2018096,2018-08-19（日）,01,05,09,20,28,32,12,338691852,965286126
2018095,2018-08-16（四）,10,11,12,21,26,33,09,320539494,1045113520
2018094,2018-08-14（二）,04,07,16,20,24,30,05,314204036,1023528004
2018093,2018-08-12（日）,04,18,20,21,29,33,07,341609166,962368068
2018092,2018-08-09（四）,06,10,16,19,24,33,16,318819890,921043817
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2018091,2018-08-07（二）,06,11,13,17,25,32,07,315853082,854322188
2018090,2018-08-05（日）,01,02,04,10,14,23,07,340370390,830323212
2018089,2018-08-02（四）,06,09,12,14,18,27,14,312432712,864705795
2018088,2018-07-31（二）,03,05,12,29,30,32,14,315199378,832943120
2018087,2018-07-29（日）,01,05,10,16,18,31,03,348603358,821914596
2018086,2018-07-26（四）,02,07,17,21,23,26,16,322631262,767052918
2018085,2018-07-24（二）,04,10,25,26,30,33,06,322576362,815513264
2018084,2018-07-22（日）,05,06,08,12,22,24,03,347865554,821610647
2018083,2018-07-19（四）,04,09,18,21,32,33,03,323565026,843134325
2018082,2018-07-17（二）,06,12,14,20,22,24,09,319081284,838703256
2018081,2018-07-15（日）,01,02,12,16,20,26,03,349698540,837010055
2018080,2018-07-12（四）,04,07,13,20,29,33,03,325310442,805444602
2018079,2018-07-10（二）,14,15,17,22,24,29,13,327442428,782146094
2018078,2018-07-08（日）,03,10,14,17,18,30,12,358569878,721951374
2018077,2018-07-05（四）,02,05,09,15,20,24,10,327832004,709870938
2018076,2018-07-03（二）,03,07,08,15,29,30,13,327873252,698248210
2018075,2018-07-01（日）,07,09,12,13,22,24,11,356378720,774033783
2018074,2018-06-28（四）,09,11,14,20,27,30,09,327800026,813581190
2018073,2018-06-26（二）,02,09,14,15,16,23,10,329645754,832397856
2018072,2018-06-24（日）,11,16,19,22,25,30,08,372281494,823199206
2018071,2018-06-21（四）,02,05,06,13,16,19,03,348880396,911477268
2018070,2018-06-19（二）,04,09,15,16,19,27,10,339461364,907892115
2018069,2018-06-17（日）,06,13,17,19,23,31,12,355213336,921431615
2018068,2018-06-14（四）,08,10,17,20,27,30,01,332649368,900360000
2018067,2018-06-12（二）,01,04,09,12,15,18,05,324647042,858719248
2018066,2018-06-10（日）,09,16,17,19,22,26,10,357968382,846907070
2018065,2018-06-07（四）,01,04,06,14,28,33,01,329937636,847267386
2018064,2018-06-05（二）,02,05,10,11,17,21,05,329557586,821423304
2018063,2018-06-03（日）,05,06,10,16,20,25,12,358387608,841729671
2018062,2018-05-31（四）,02,18,19,24,25,33,11,326938646,955101072
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2018061,2018-05-29（二）,09,10,11,12,18,23,07,332550974,931563495
2018060,2018-05-27（日）,04,08,13,25,30,31,10,364451892,968808575
2018059,2018-05-24（四）,04,06,08,13,22,32,11,335528070,951572015
2018058,2018-05-22（二）,07,12,13,16,26,31,07,328678478,936339437
2018057,2018-05-20（日）,05,15,17,19,20,30,13,360079018,944921232
2018056,2018-05-17（四）,01,03,06,20,21,26,01,332042280,934983896
2018055,2018-05-15（二）,07,09,10,12,22,26,07,328077816,921156717
2018054,2018-05-13（日）,04,06,18,22,25,33,16,364343470,1075158284
2018053,2018-05-10（四）,01,04,10,11,14,27,06,336743448,1036375992
2018052,2018-05-08（二）,03,05,06,09,15,32,14,335132016,1030470724
2018051,2018-05-06（日）,05,07,20,23,27,31,04,362286900,1002362910
2018050,2018-05-03（四）,01,02,04,10,18,19,07,332612986,969426906
2018049,2018-05-01（二）,01,03,04,11,19,23,02,308606382,958977957
2018048,2018-04-29（日）,01,12,20,25,30,31,02,347082070,938951220
2018047,2018-04-26（四）,06,07,12,16,22,25,07,340211348,906138855
2018046,2018-04-24（二）,10,13,14,18,20,31,03,341414200,903210136
2018045,2018-04-22（日）,03,04,06,25,26,30,01,381384846,846265053
2018044,2018-04-19（四）,05,09,12,17,27,30,06,351490126,845550354
2018043,2018-04-17（二）,01,04,06,08,21,24,07,350595736,922258638
2018042,2018-04-15（日）,06,10,21,28,29,31,12,373384922,912888550
2018041,2018-04-12（四）,07,08,20,23,24,32,13,342614774,940022436
2018040,2018-04-10（二）,01,03,08,13,18,23,16,341719534,905458752
2018039,2018-04-08（日）,08,12,18,19,23,32,03,368394896,911280204
2018038,2018-04-05（四）,15,23,24,25,28,29,09,303245456,888445635
2018037,2018-04-03（二）,01,06,07,08,27,30,10,336334062,877589328
2018036,2018-04-01（日）,08,17,24,26,28,33,04,375931002,897368156
2018035,2018-03-29（四）,07,10,11,17,23,28,15,350309396,856009608
2018034,2018-03-27（二）,01,05,11,22,23,26,15,348544506,823152736
2018033,2018-03-25（日）,04,19,20,22,28,33,06,376360408,806829198
2018032,2018-03-22（四）,21,22,23,24,25,32,06,351194914,760396749
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2018031,2018-03-20（二）,02,16,18,19,27,30,14,345048756,722002755
2018030,2018-03-18（日）,13,14,20,21,25,33,07,388492136,673759355
2018029,2018-03-15（四）,01,02,09,14,22,25,05,349939456,607081200
2018028,2018-03-13（二）,03,08,11,14,18,23,16,352015830,578094167
2018027,2018-03-11（日）,02,07,09,14,18,28,05,386579026,561561972
2018026,2018-03-08（四）,04,07,12,14,26,32,04,341958742,537930372
2018025,2018-03-06（二）,04,13,16,19,21,25,14,341614936,513258146
2018024,2018-03-04（日）,11,19,22,26,31,32,02,373443496,436102047
2018023,2018-03-01（四）,12,15,16,21,26,29,16,339395846,419696331
2018022,2018-02-27（二）,07,14,19,21,22,23,03,333617132,371039376
2018021,2018-02-25（日）,03,04,06,11,23,28,14,364661036,348212718
2018020,2018-02-22（四）,06,09,10,14,28,30,05,322991340,302764704
2018019,2018-02-13（二）,03,11,12,16,21,23,09,353382992,423300648
2018018,2018-02-11（日）,02,12,13,18,25,27,07,364855490,426699072
2018017,2018-02-08（四）,03,06,11,26,30,32,12,341808336,441055600
2018016,2018-02-06（二）,01,11,12,18,25,27,16,338462386,415237924
2018015,2018-02-04（日）,11,15,20,21,26,33,15,372995620,384707208
2018014,2018-02-01（四）,09,12,20,24,28,31,07,341965074,370944726
2018013,2018-01-30（二）,06,08,13,15,22,33,06,338322260,410564826
2018012,2018-01-28（日）,11,12,13,19,26,28,12,367108128,406003688
2018011,2018-01-25（四）,03,10,21,23,27,33,11,336871794,397713208
2018010,2018-01-23（二）,01,08,17,20,21,22,03,351327690,385873044
2018009,2018-01-21（日）,05,10,17,23,26,32,07,384256808,364964347
2018008,2018-01-18（四）,05,09,10,12,17,19,13,359785672,427643568
2018007,2018-01-16（二）,13,14,20,25,27,31,12,354279554,435109760
2018006,2018-01-14（日）,02,07,08,09,17,29,11,387617618,425081503
2018005,2018-01-11（四）,02,20,21,28,31,33,06,354961030,423934061
2018004,2018-01-09（二）,14,18,19,26,30,31,11,349304820,358237373
2018003,2018-01-07（日）,01,14,16,17,20,31,04,388121442,384536000
2018002,2018-01-04（四）,07,18,24,29,31,33,16,351610618,338840952
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2018001,2018-01-02（二）,01,08,11,26,28,31,04,367348082,278621134
2017154,2017-12-31（日）,05,09,13,15,18,26,05,414241024,338693168
2017153,2017-12-28（四）,07,11,12,13,18,19,16,372349292,324719716
2017152,2017-12-26（二）,06,10,23,25,26,29,05,367326916,270223240
2017151,2017-12-24（日）,02,05,07,09,11,27,16,410102286,265615770
2017150,2017-12-21（四）,06,14,19,20,21,23,08,382821120,231409917
2017149,2017-12-19（二）,05,08,15,20,27,30,13,389703152,229382406
2017148,2017-12-17（日）,04,07,11,14,29,32,12,419003890,558628074
2017147,2017-12-14（四）,03,07,20,21,25,31,14,397012632,585636222
2017146,2017-12-12（二）,01,19,25,26,27,33,10,409358700,515383281
2017145,2017-12-10（日）,02,06,12,17,25,28,12,434698744,574055706
2017144,2017-12-07（四）,03,14,16,20,31,32,09,394649686,696647832
2017143,2017-12-05（二）,04,06,09,14,20,29,14,383967718,707688280
2017142,2017-12-03（日）,08,13,14,18,23,33,06,417715258,712354014
2017141,2017-11-30（四）,01,06,07,11,13,15,05,374075240,698733752
2017140,2017-11-28（二）,21,22,25,28,29,30,08,376479116,687332768
2017139,2017-11-26（日）,02,14,20,24,28,32,16,409744564,721754472
2017138,2017-11-23（四）,01,17,24,28,32,33,02,377937674,672085896
2017137,2017-11-21（二）,05,10,20,23,26,31,03,376184186,635431923
2017136,2017-11-19（日）,03,07,10,18,21,24,12,401556928,614278265
2017135,2017-11-16（四）,01,06,07,14,18,26,16,378825098,659493336
2017134,2017-11-14（二）,04,05,11,14,28,32,04,365781644,635172616
2017133,2017-11-12（日）,06,15,17,18,23,30,11,400247724,662957197
2017132,2017-11-09（四）,02,03,05,09,13,28,11,377852842,633905850
2017131,2017-11-07（二）,01,07,10,11,26,27,11,367788616,600864875
2017130,2017-11-05（日）,05,13,14,23,25,31,02,401382016,690570120
2017129,2017-11-02（四）,05,06,09,14,21,33,02,334351058,638652615
2017128,2017-10-31（二）,02,06,13,22,29,31,08,323872230,588766113
2017127,2017-10-29（日）,14,15,21,24,27,32,12,351381232,647103220
2017126,2017-10-26（四）,01,16,17,21,27,30,16,328800104,618963440
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2017125,2017-10-24（二）,01,14,23,25,29,30,03,324821104,598302894
2017124,2017-10-22（日）,02,06,11,26,28,29,03,352610564,582215080
2017123,2017-10-19（四）,04,05,06,11,21,31,10,327467830,578631376
2017122,2017-10-17（二）,11,20,21,22,24,27,15,323216212,624823324
2017121,2017-10-15（日）,11,18,19,22,24,32,07,344520506,597274960
2017120,2017-10-12（四）,08,10,15,19,23,28,16,319254526,590730365
2017119,2017-10-10（二）,09,16,21,25,26,31,14,311293858,557828271
2017118,2017-10-08（日）,08,09,15,22,30,33,16,339910326,562212840
2017117,2017-10-05（四）,01,02,08,11,14,21,09,277103412,565108899
2017116,2017-10-03（二）,02,14,20,22,30,32,02,270066216,550134702
2017115,2017-10-01（日）,04,10,11,25,30,31,01,322048056,557069238
2017114,2017-09-28（四）,06,12,13,15,18,26,13,321554260,533714324
2017113,2017-09-26（二）,04,06,16,27,29,33,05,316223542,507647724
2017112,2017-09-24（日）,03,10,14,16,22,23,11,346255520,490214060
2017111,2017-09-21（四）,05,10,17,19,29,32,12,317976914,443532928
2017110,2017-09-19（二）,01,03,12,15,19,23,14,316936062,482979264
2017109,2017-09-17（日）,08,14,16,18,21,23,16,349302018,436050760
2017108,2017-09-14（四）,07,12,14,15,17,20,01,320774192,390692040
2017107,2017-09-12（二）,08,09,15,17,30,32,06,319335446,368859616
2017106,2017-09-10（日）,12,15,20,25,27,31,02,346574690,421291764
2017105,2017-09-07（四）,03,06,07,12,25,26,07,314223620,385864894
2017104,2017-09-05（二）,01,14,15,20,23,30,14,310263038,523607612
2017103,2017-09-03（日）,01,21,23,25,31,33,01,347478996,469614348
2017102,2017-08-31（四）,04,08,10,14,18,20,11,315963272,455170324
2017101,2017-08-29（二）,01,04,11,28,31,32,16,313219868,498878630
2017100,2017-08-27（日）,04,07,08,18,23,24,02,343590604,435010976
2017099,2017-08-24（四）,02,05,06,16,28,29,04,310565530,460398735
2017098,2017-08-22（二）,04,19,22,27,30,33,01,314009676,561544774
2017097,2017-08-20（日）,05,10,18,19,30,31,03,348913966,616091250
2017096,2017-08-17（四）,02,06,11,12,19,29,06,322973284,611617622
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2017095,2017-08-15（二）,09,10,12,19,22,29,16,317203922,632720984
2017094,2017-08-13（日）,08,11,13,19,28,31,06,341689810,658076283
2017093,2017-08-10（四）,07,08,09,15,22,27,12,308248758,662712921
2017092,2017-08-08（二）,10,18,19,29,32,33,09,308876342,826577324
2017091,2017-08-06（日）,05,07,10,23,28,29,03,337138076,795913308
2017090,2017-08-03（四）,01,07,10,16,22,33,09,312174318,772752284
2017089,2017-08-01（二）,11,12,13,16,23,25,12,314842050,750483542
2017088,2017-07-30（日）,07,09,18,22,23,29,06,346380162,702515540
2017087,2017-07-27（四）,03,06,13,14,19,28,06,316090948,705056937
2017086,2017-07-25（二）,03,05,06,13,20,22,07,313250840,741969095
2017085,2017-07-23（日）,01,05,06,16,25,30,09,340676888,736565578
2017084,2017-07-20（四）,01,05,11,20,22,24,02,314750766,746247204
2017083,2017-07-18（二）,03,08,14,20,24,26,12,305712986,741221637
2017082,2017-07-16（日）,14,18,21,25,28,29,10,340327376,770257854
2017081,2017-07-13（四）,03,05,14,25,26,30,05,311169340,771574680
2017080,2017-07-11（二）,01,12,16,20,22,24,08,309113400,761168290
2017079,2017-07-09（日）,03,07,14,23,25,27,08,338568770,772154315
2017078,2017-07-06（四）,05,07,18,19,22,24,16,308678006,763870919
2017077,2017-07-04（二）,01,02,04,15,17,22,14,310153396,752910976
2017076,2017-07-02（日）,01,04,08,09,14,15,13,346391726,721042021
2017075,2017-06-29（四）,01,03,06,19,21,29,07,320592160,711353370
2017074,2017-06-27（二）,02,06,16,23,30,31,02,312167868,720097616
2017073,2017-06-25（日）,03,06,16,23,26,30,14,347269730,747555120
2017072,2017-06-22（四）,06,11,14,23,26,30,02,321195342,740584900
2017071,2017-06-20（二）,02,03,06,14,31,32,03,322489468,745151312
2017070,2017-06-18（日）,01,06,14,22,25,26,12,357559628,709557056
2017069,2017-06-15（四）,02,11,12,23,29,31,05,326172358,683978436
2017068,2017-06-13（二）,02,06,10,22,30,31,15,320912348,655631053
2017067,2017-06-11（日）,01,03,04,10,18,29,04,356270498,630964440
2017066,2017-06-08（四）,01,04,06,17,19,26,03,329821920,624968496
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2017065,2017-06-06（二）,02,05,08,10,12,21,07,320800086,619300374
2017064,2017-06-04（日）,02,10,16,22,24,28,15,351655222,654376180
2017063,2017-06-01（四）,12,16,20,22,25,31,04,307572084,624355820
2017062,2017-05-30（二）,01,07,22,24,26,31,10,292747704,588631018
2017061,2017-05-28（日）,06,07,12,20,26,27,11,327891234,546535704
2017060,2017-05-25（四）,05,10,13,24,26,31,04,320553910,613018696
2017059,2017-05-23（二）,04,08,09,15,19,25,09,306145516,586532102
2017058,2017-05-21（日）,01,09,13,22,28,32,11,338794650,702858272
2017057,2017-05-18（四）,18,20,22,23,30,31,16,314697362,698067117
2017056,2017-05-16（二）,13,14,18,19,21,28,06,317424132,697988120
2017055,2017-05-14（日）,07,12,13,20,24,31,05,342200872,685895820
2017054,2017-05-11（四）,02,03,09,23,28,33,08,315730948,746396522
2017053,2017-05-09（二）,04,09,11,15,29,31,06,316559816,716619576
2017052,2017-05-07（日）,07,08,18,24,29,31,07,346847224,704802480
2017051,2017-05-04（四）,02,05,09,15,24,25,11,315667040,682920580
2017050,2017-05-02（二）,10,12,20,24,27,29,07,308163776,700584945
2017049,2017-04-30（日）,01,08,14,15,20,29,10,326777700,680077398
2017048,2017-04-27（四）,05,08,09,14,15,19,07,317465116,664324529
2017047,2017-04-25（二）,02,05,08,10,32,33,02,313845556,694177440
2017046,2017-04-23（日）,04,13,14,23,26,32,10,348845228,677946402
2017045,2017-04-20（四）,05,07,16,20,21,25,05,320562564,664910592
2017044,2017-04-18（二）,08,16,19,21,31,32,06,318935018,636516015
2017043,2017-04-16（日）,08,13,16,23,27,31,08,348879160,669647148
2017042,2017-04-13（四）,01,02,04,07,10,23,04,326995938,652974432
2017041,2017-04-11（二）,04,10,13,15,22,27,04,322450520,634663869
2017040,2017-04-09（日）,15,19,23,28,29,33,04,359413424,691582671
2017039,2017-04-06（四）,02,04,12,14,17,24,15,330405710,730094377
2017038,2017-04-04（二）,01,04,08,13,24,27,05,310673636,656476865
2017037,2017-04-02（日）,11,15,20,22,25,30,05,346434206,629265693
2017036,2017-03-30（四）,01,02,05,10,24,27,15,340257990,613555992
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2017035,2017-03-28（二）,01,06,14,24,28,32,12,342022594,568068720
2017034,2017-03-26（日）,04,07,08,19,32,33,13,373962682,618519064
2017033,2017-03-23（四）,05,07,15,20,23,30,15,346477046,610298424
2017032,2017-03-21（二）,05,08,15,24,27,31,11,346410188,609910623
2017031,2017-03-19（日）,06,10,16,26,27,29,03,377406752,924910650
2017030,2017-03-16（四）,01,07,09,20,23,30,02,350487064,1037107695
2017029,2017-03-14（二）,02,15,21,23,25,30,10,343011048,1003660344
2017028,2017-03-12（日）,07,08,12,13,22,30,09,377657484,977766651
2017027,2017-03-09（四）,02,04,11,14,27,30,05,344767540,980689536
2017026,2017-03-07（二）,03,10,12,19,27,30,08,338217710,954816000
2017025,2017-03-05（日）,02,15,16,17,22,32,07,372684176,1076249141
2017024,2017-03-02（四）,09,21,25,26,29,31,13,342020216,1093529538
2017023,2017-02-28（二）,01,03,04,11,18,22,14,337872226,1072263213
2017022,2017-02-26（日）,02,06,15,16,18,32,15,370988738,1029761908
2017021,2017-02-23（四）,02,05,10,22,32,33,09,329896520,984320688
2017020,2017-02-21（二）,04,08,10,12,31,33,10,321450250,1016040400
2017019,2017-02-19（日）,04,06,08,12,23,25,08,362828374,992823572
2017018,2017-02-16（四）,01,02,03,17,25,31,09,332385048,976565180
2017017,2017-02-14（二）,03,07,08,10,22,23,12,329086094,973496920
2017016,2017-02-12（日）,05,08,16,22,27,29,02,349767606,957434232
2017015,2017-02-09（四）,01,08,09,14,17,32,01,314977594,976589244
2017014,2017-02-07（二）,06,08,18,20,23,31,13,307538720,944740410
2017013,2017-02-05（日）,08,11,28,29,31,33,06,377878424,924629020
2017012,2017-01-26（四）,10,11,14,15,16,24,07,329120186,919697751
2017011,2017-01-24（二）,10,11,12,23,26,29,16,318019266,914786466
2017010,2017-01-22（日）,05,08,19,25,28,30,07,350388682,914275770
2017009,2017-01-19（四）,02,06,08,09,15,29,14,318286702,1043538642
2017008,2017-01-17（二）,07,13,15,27,28,29,13,318368112,1039620330
2017007,2017-01-15（日）,02,04,05,24,26,33,15,358098002,1049607797
2017006,2017-01-12（四）,02,04,08,26,29,33,08,327823184,1019607668
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2017005,2017-01-10（二）,06,11,12,22,23,30,05,328457210,1018195332
2017004,2017-01-08（日）,05,13,17,26,27,30,07,361243290,1046462778
2017003,2017-01-05（四）,01,04,08,15,27,32,16,328263696,1089595542
2017002,2017-01-03（二）,15,19,23,24,25,32,03,333473696,1046185700
2017001,2017-01-01（日）,09,11,14,20,25,26,15,376155592,1007519355
2016153,2016-12-29（四）,07,09,16,24,25,29,06,342438226,990091165
2016152,2016-12-27（二）,02,08,09,16,20,22,07,338973816,974772214
2016151,2016-12-25（日）,06,11,16,20,22,33,07,375311070,1013655324
2016150,2016-12-22（四）,02,04,05,09,13,21,05,350741078,1010476368
2016149,2016-12-20（二）,03,20,23,26,32,33,07,342258704,1069092085
2016148,2016-12-18（日）,01,02,11,20,26,30,14,381634232,1060899760
2016147,2016-12-15（四）,04,14,18,28,31,32,12,341474648,1053462300
2016146,2016-12-13（二）,03,07,15,16,17,23,10,344859752,1030668248
2016145,2016-12-11（日）,01,03,07,12,19,20,06,398955964,1019425688
2016144,2016-12-08（四）,04,10,12,27,32,33,05,372346108,1031610174
2016143,2016-12-06（二）,06,09,23,24,25,33,13,378923738,1055352355
2016142,2016-12-04（日）,01,10,17,21,23,30,12,407120242,1025247212
2016141,2016-12-01（四）,04,13,15,17,21,24,15,371798444,1025247440
2016140,2016-11-29（二）,01,02,05,17,26,32,10,360447386,998908480
2016139,2016-11-27（日）,01,06,19,26,28,30,03,395456724,1041642655
2016138,2016-11-24（四）,07,16,20,24,25,30,07,350229764,998764932
2016137,2016-11-22（二）,01,06,09,10,15,32,14,339962622,1024045140
2016136,2016-11-20（日）,02,07,10,20,27,29,03,396457052,989371808
2016135,2016-11-17（四）,02,08,10,18,20,33,12,353219786,973012992
2016134,2016-11-15（二）,11,12,13,14,18,33,13,356409344,1057618368
2016133,2016-11-13（日）,15,16,21,22,27,33,15,397601552,1035115770
2016132,2016-11-10（四）,05,08,13,19,27,28,07,349399364,1107687796
2016131,2016-11-08（二）,04,10,18,19,25,27,02,341425796,1286258608
2016130,2016-11-06（日）,03,17,21,23,27,28,01,389013348,1258366632
2016129,2016-11-03（四）,05,06,08,21,31,33,14,356293078,1236923614
期号,开奖日期,开奖号码(红1),开奖号码(红2),开奖号码(红3),开奖号码(红4),开奖号码(红5),开奖号码(红6),开奖号码(蓝),总销售额,奖池
2016128,2016-11-01（二）,04,09,11,17,26,27,13,346505806,1172302677
2016127,2016-10-30（日）,07,12,17,26,29,31,16,377635784,1208693682
2016126,2016-10-27（四）,02,06,12,17,18,19,10,347402822,1154908300
2016125,2016-10-25（二）,01,06,08,20,27,30,03,346147358,1117386530
2016124,2016-10-23（日）,09,15,21,24,27,32,10,370331346,1144946805
2016123,2016-10-20（四）,07,09,12,14,20,27,16,305299416,1119192450
2016122,2016-10-18（二）,15,22,23,24,28,29,08,305059324,1089129612
2016121,2016-10-16（日）,02,03,10,23,25,28,09,340006950,1082073970
2016120,2016-10-13（四）,02,05,06,21,25,28,09,309329228,1054589076
2016119,2016-10-11（二）,09,19,21,30,31,32,04,302415052,1044045944
